,ax,ay,az,gx,gy,gz,mx,my,mz
0,0.197021484375,0.97265625,0.22314453125,0.244140625,0.946044921875,-0.701904296875,124.15355044261294,86.71156898656899,3.616105769230769
1,0.19580078125,0.974609375,0.226318359375,-0.457763671875,4.547119140625,-1.739501953125,125.40401785714285,87.24572649572649,4.132692307692308
2,0.18701171875,0.978271484375,0.22265625,-0.640869140625,3.0517578125,-1.3427734375,125.93993246336997,87.067673992674,3.616105769230769
3,0.187255859375,0.97802734375,0.23486328125,0.18310546875,3.570556640625,0.1220703125,126.47584706959707,87.24572649572649,1.7219551282051282
4,0.181640625,0.977783203125,0.2373046875,-0.42724609375,2.288818359375,-0.8544921875,125.76129426129425,86.53351648351648,3.4439102564102564
5,0.17822265625,0.97265625,0.2431640625,0.18310546875,3.509521484375,0.06103515625,125.22537965506716,85.64325396825396,3.9604967948717946
6,0.187744140625,0.97509765625,0.22607421875,0.823974609375,0.701904296875,-0.244140625,125.04674145299145,86.53351648351648,4.477083333333333
7,0.181884765625,0.972900390625,0.23388671875,0.213623046875,1.5869140625,-0.9765625,126.11857066544566,87.9579365079365,2.755128205128205
8,0.186279296875,0.97314453125,0.228515625,0.67138671875,2.532958984375,-1.312255859375,124.68946504884005,86.88962148962149,3.0995192307692303
9,0.187744140625,0.966552734375,0.232421875,-0.152587890625,2.838134765625,-0.79345703125,127.01176167582418,86.35546398046397,2.5829326923076925
10,0.182373046875,0.974365234375,0.228759765625,0.9765625,1.861572265625,-0.701904296875,126.11857066544566,88.3140415140415,2.755128205128205
11,0.17138671875,0.968017578125,0.23681640625,0.79345703125,1.52587890625,0.732421875,125.93993246336997,87.067673992674,2.9273237179487177
12,0.197998046875,0.9794921875,0.223388671875,1.8310546875,1.77001953125,-0.274658203125,127.36903807997558,87.77988400488401,3.616105769230769
13,0.195068359375,0.976806640625,0.222412109375,-0.091552734375,2.74658203125,0.244140625,126.83312347374846,85.82130647130647,3.788301282051282
14,0.191162109375,0.974365234375,0.227294921875,-0.946044921875,3.90625,2.86865234375,125.76129426129425,86.53351648351648,2.755128205128205
15,0.203125,0.998046875,0.224609375,-6.195068359375,5.2490234375,3.35693359375,125.22537965506716,87.423778998779,4.30488782051282
16,0.17919921875,0.96875,0.25634765625,3.692626953125,16.41845703125,6.683349609375,124.33218864468864,86.53351648351648,3.0995192307692303
17,0.190185546875,0.94921875,0.23974609375,0.823974609375,1.983642578125,3.662109375,125.04674145299145,87.6018315018315,1.3775641025641026
18,0.2080078125,0.970947265625,0.232666015625,2.044677734375,-3.0517578125,-1.068115234375,124.15355044261294,87.067673992674,1.894150641025641
19,0.2421875,0.982666015625,0.2265625,3.2958984375,1.3427734375,3.997802734375,124.51082684676433,85.28714896214896,1.2053685897435897
20,0.20703125,0.95654296875,0.2294921875,6.04248046875,9.674072265625,6.195068359375,123.97491224053724,86.17741147741148,1.7219551282051282
21,0.285400390625,0.9921875,0.17724609375,6.317138671875,0.396728515625,10.955810546875,122.54580662393161,85.82130647130647,1.7219551282051282
22,0.283447265625,0.98486328125,0.1826171875,12.39013671875,19.47021484375,25.115966796875,118.79440438034187,83.50662393162393,-0.17219551282051282
