1.006,-0.149,-0.123,6.752,29.16,1.93,50.912,32.94,11.881
0.957,-0.216,-0.082,29.137,27.061,9.026,0,0,0
0.996,-0.206,-0.078,5.775,0.748,0.626,47.696,38.637,13.603
0.954,-0.214,0.048,-11.955,-57.762,-15.556,47.696,38.637,13.948
0.984,-0.138,-0.477,-18.234,-61.348,-18.349,49.483,34.008,11.537
1.008,-0.158,-0.487,-1.9,-16.609,-0.267,48.768,34.008,11.881
0.972,-0.184,-0.218,-6.111,23.293,4.173,47.518,34.898,10.676
0.991,-0.231,-0.228,-24.422,27.237,3.021,0,0,0
0.974,-0.193,-0.189,-37.758,15.259,-1.228,49.126,35.432,12.226
0.991,-0.166,-0.219,0.725,-0.397,-1.022,48.768,34.364,14.292
1.008,-0.156,-0.263,1.968,25.124,4.272,49.483,36.145,15.325
0.983,-0.201,-0.097,-1.114,11.78,2.609,49.661,35.967,14.12
0.994,-0.162,-0.177,-7.568,-41.672,-12.115,51.091,36.679,13.776
0.993,-0.156,-0.216,0.481,11.818,1.03,0,0,0
0.99,-0.177,-0.15,1.251,37.346,9.628,50.019,34.542,12.398
0.983,-0.203,-0.112,-8.942,-20.271,-6.34,49.483,36.145,14.292
1.012,-0.18,-0.26,13.084,-3.143,-3.632,49.304,35.967,15.498
0.992,-0.165,-0.19,0.374,0.244,0.015,50.197,35.432,13.948
0.981,-0.174,-0.196,8.4,-2.411,-2.609,49.304,35.254,13.431
0.99,-0.157,-0.216,1.205,7.568,0.237,48.411,33.296,13.948
