-0.938,0.088,0.275,4.097,-0.16,3.693,96.107,73.002,15.498
-0.966,0.096,0.234,-1.472,-0.565,-7.309,0,0,0
-0.946,0.093,0.228,0.42,6.691,-2.403,95.036,73.714,15.153
-0.955,0.084,0.216,-0.755,6.752,-5.913,96.465,72.289,15.498
-0.912,0.097,0.193,-2.846,3.601,-7.957,95.214,72.111,14.292
-0.945,0.085,0.207,0.725,4.272,-2.724,96.286,71.399,14.292
-0.94,0.071,0.231,2.274,1.579,-1.129,96.643,71.755,14.292
-0.98,0.053,0.23,2.632,2.396,-1.465,0,0,0
-0.942,0.063,0.207,1.35,5.096,-0.771,95.929,71.399,13.948
-0.945,0.06,0.207,0.023,4.555,-0.748,94.857,72.111,13.603
-0.947,0.05,0.189,-3.204,9.048,2.449,95.393,71.221,14.464
-0.954,0.058,0.183,-0.427,6.905,0.435,95.571,70.687,14.637
-0.93,0.052,0.206,2.213,0.595,-4.181,96.286,71.755,14.637
-0.957,0.04,0.194,0.839,0.862,3.571,0,0,0
-0.948,0.038,0.21,4.761,2.678,-0.9,96.822,71.933,15.498
-0.951,0.037,0.201,0.504,4.082,0.397,94.321,70.509,15.842
-0.941,0.046,0.198,0.183,2.434,-2.06,94.5,71.755,15.325
-0.979,0.031,0.219,-3.716,3.433,2.464,95.571,71.043,15.67
-0.991,0.042,0.169,-0.603,4.051,-3.891,96.286,71.399,16.014
-0.877,0.042,0.186,-1.938,6.569,-13.329,97.179,72.289,14.464
