0.988,-0.143,-0.26,0.427,2.754,0.053,118.258,58.045,21.697
0.985,-0.144,-0.26,0.412,2.769,-0.038,0,0,0
0.987,-0.143,-0.262,0.389,2.823,-0.076,119.152,57.511,21.524
0.987,-0.144,-0.261,0.435,2.792,-0.153,117.723,56.443,20.836
0.984,-0.145,-0.26,0.374,2.815,-0.061,117.365,57.867,20.836
0.984,-0.145,-0.259,0.45,2.808,-0.046,117.365,56.799,21.524
0.986,-0.143,-0.257,0.412,2.792,-0.046,117.544,58.045,22.73
0.986,-0.144,-0.258,0.374,2.754,-0.13,0,0,0
0.988,-0.143,-0.26,0.381,2.831,-0.046,117.365,57.867,22.558
0.987,-0.144,-0.258,0.336,2.769,-0.076,118.08,56.799,21.869
0.987,-0.143,-0.262,0.45,2.716,0.069,117.544,56.621,21.697
0.987,-0.144,-0.262,0.404,2.724,-0.084,118.794,58.223,21.869
0.986,-0.144,-0.26,0.526,2.754,-0.008,117.365,57.511,22.902
0.987,-0.143,-0.264,0.32,2.724,-0.076,0,0,0
0.984,-0.144,-0.259,0.412,2.869,-0.053,118.258,58.401,21.352
0.986,-0.142,-0.262,0.343,2.907,0.046,118.437,58.223,20.836
0.986,-0.145,-0.258,0.267,2.777,-0.023,117.901,58.401,23.419
0.987,-0.143,-0.257,0.45,2.762,-0.008,118.973,58.757,22.385
0.986,-0.142,-0.258,0.282,2.747,-0.023,116.829,57.689,22.041
0.986,-0.141,-0.258,0.397,2.823,0.0,117.723,58.935,21.869
