-0.566,0.085,-0.896,0.359,2.663,0.206,51.805,32.049,-81.276
-0.566,0.084,-0.897,0.29,2.838,0.259,0,0,0
-0.564,0.086,-0.894,0.381,2.777,0.168,50.733,33.474,-80.587
-0.567,0.085,-0.891,0.336,2.777,0.183,50.019,31.337,-81.276
-0.566,0.084,-0.895,0.214,2.754,0.259,50.555,32.584,-78.693
-0.566,0.085,-0.893,0.183,2.876,0.244,50.912,33.296,-81.104
-0.566,0.084,-0.897,0.244,2.747,0.221,49.84,31.871,-80.415
-0.565,0.085,-0.897,0.214,2.823,0.282,0,0,0
-0.565,0.084,-0.899,0.282,2.67,0.229,49.126,32.94,-80.415
-0.565,0.085,-0.898,0.305,2.876,0.252,49.661,33.118,-80.587
-0.566,0.085,-0.898,0.359,2.747,0.221,50.912,31.515,-80.76
-0.568,0.084,-0.9,0.252,2.701,0.313,50.376,31.693,-79.899
-0.566,0.086,-0.895,0.229,2.777,0.252,49.84,30.091,-80.76
-0.566,0.083,-0.896,0.32,2.785,0.206,0,0,0
-0.566,0.086,-0.899,0.267,2.739,0.244,51.269,32.228,-80.415
-0.564,0.085,-0.898,0.198,2.739,0.183,49.483,32.228,-81.793
-0.564,0.085,-0.897,0.427,2.823,0.259,51.448,32.762,-80.243
-0.565,0.083,-0.893,0.336,2.876,0.229,51.626,32.94,-80.76
-0.565,0.083,-0.891,0.191,2.785,0.206,50.912,30.803,-80.76
-0.565,0.086,-0.894,0.328,2.785,0.183,50.733,32.406,-81.276
