-1.013,-0.148,-0.008,-1.274,-33.096,8.324,23.759,88.136,-25.313
-1.017,-0.167,-0.007,3.845,8.507,4.898,0,0,0
-0.956,-0.162,-0.047,0.275,10.208,5.676,22.866,85.109,-23.074
-0.987,-0.13,-0.051,-2.319,2.342,4.478,23.58,84.397,-24.107
-0.953,-0.139,-0.057,1.007,5.577,1.373,24.295,84.041,-24.107
-0.964,-0.125,-0.059,0.816,1.656,7.454,24.652,82.616,-23.763
-1.0,-0.112,-0.05,2.724,3.883,2.151,23.223,80.48,-22.73
-0.948,-0.113,-0.038,-0.481,4.875,3.647,0,0,0
-0.988,-0.11,-0.07,-1.091,7.858,1.221,22.687,80.302,-23.246
-0.981,-0.111,-0.063,-0.916,1.099,0.549,23.938,80.124,-23.419
-0.98,-0.108,-0.062,-1.656,7.393,-2.197,23.938,79.055,-25.141
-0.965,-0.106,-0.076,-1.64,6.508,-0.046,25.188,80.302,-24.968
-0.955,-0.118,-0.092,-0.771,4.364,2.472,26.081,81.904,-26.862
-0.962,-0.099,-0.088,-0.519,-0.809,7.538,26.081,76.919,-24.796
-0.999,-0.079,-0.087,4.349,6.668,1.9,0,0,0
-1.03,-0.088,-0.08,6.18,3.899,-1.694,24.473,78.165,-25.657
-0.977,-0.108,-0.08,8.82,15.564,-3.105,23.044,78.165,-25.313
-0.964,-0.102,-0.097,1.167,-1.846,-0.511,23.58,79.411,-24.452
-0.969,-0.079,-0.142,8.797,16.167,-4.471,21.794,79.411,-24.107
-0.95,0.023,-0.116,2.304,46.295,17.006,17.149,80.48,-21.697
